rep_id,rep_name,territory_id,region,hcp_id,product,call_date,call_outcome,prescription_volume,target_volume
R008,Riley Fischer,E02,East,H-E02-042,Glucanorm,2026-03-26,Completed,8.0,184.4
R009,Nina Adeyemi,E03,East,H-E03-007,Cardiavex,2026-03-26,Sample Drop,12.4,253.3
R009,Nina Adeyemi,E03,East,H-E03-024,Respiraline,2026-03-26,Rescheduled,5.3,253.3
R010,Omar Cole,W01,West,H-W01-008,Glucanorm,2026-03-26,No Show,3.9,502.4
R010,Omar Cole,W01,West,H-W01-034,Glucanorm,2026-03-26,Rescheduled,5.6,502.4
R010,Omar Cole,W01,West,H-W01-014,Cardiavex,2026-03-26,Rescheduled,3.5,502.4
R010,Omar Cole,W01,West,H-W01-032,Glucanorm,2026-03-26,No Show,3.9,502.4
R011,Lee Park,W02,West,H-W02-025,Glucanorm,2026-03-26,Rescheduled,1.6,50.5
R003,Priya Chen,N03,North,H-N03-019,Glucanorm,2026-03-27,Rescheduled,1.4,137.2
R005,Morgan Novak,S02,South,H-S02-012,Cardiavex,2026-03-27,Rescheduled,3.9,104.6
R007,Chris Brooks,E01,East,H-E01-009,Respiraline,2026-03-27,Completed,16.0,141.4
R010,Omar Cole,W01,West,H-W01-017,Cardiavex,2026-03-27,Rescheduled,2.6,502.4
R010,Omar Cole,W01,West,H-W01-036,Respiraline,2026-03-27,Completed,9.1,502.4
R005,Morgan Novak,S02,South,H-S02-021,Glucanorm,2026-04-01,No Show,1.3,57.0
R006,Taylor Singh,S03,South,H-S03-004,Respiraline,2026-04-01,No Show,2.1,132.9
R007,Chris Brooks,E01,East,H-E01-022,Respiraline,2026-04-01,Discussion Completed,8.0,179.6
R007,Chris Brooks,E01,East,H-E01-017,Cardiavex,2026-04-01,Sample Drop,9.5,179.6
R007,Chris Brooks,E01,East,H-E01-001,Respiraline,2026-04-01,Rescheduled,5.4,179.6
R009,Nina Adeyemi,E03,East,H-E03-016,Glucanorm,2026-04-01,Rescheduled,5.6,141.8
R011,Lee Park,W02,West,H-W02-009,Respiraline,2026-04-01,Discussion Completed,8.8,57.8
R012,Dana Hughes,W03,West,H-W03-006,Respiraline,2026-04-01,Rescheduled,2.1,2.2
R003,Priya Chen,N03,North,H-N03-018,Respiraline,2026-04-02,Sample Drop,4.8,174.6
R003,Priya Chen,N03,North,H-N03-004,Glucanorm,2026-04-02,Sample Drop,11.2,174.6
R003,Priya Chen,N03,North,H-N03-003,Respiraline,2026-04-02,Rescheduled,1.7,174.6
R005,Morgan Novak,S02,South,H-S02-012,Glucanorm,2026-04-02,No Show,2.5,57.0
R008,Riley Fischer,E02,East,H-E02-011,Respiraline,2026-04-02,Rescheduled,1.8,130.9
R009,Nina Adeyemi,E03,East,H-E03-014,Glucanorm,2026-04-02,Discussion Completed,17.6,141.8
R001,Alex Reed,N01,North,H-N01-005,Glucanorm,2026-04-03,No Show,0.9,46.3
R001,Alex Reed,N01,North,H-N01-006,Respiraline,2026-04-03,Rescheduled,0.9,46.3
R002,Jordan Kapoor,N02,North,H-N02-022,Glucanorm,2026-04-03,Rescheduled,3.5,85.8
R002,Jordan Kapoor,N02,North,H-N02-010,Respiraline,2026-04-03,Discussion Completed,9.4,85.8
R002,Jordan Kapoor,N02,North,H-N02-023,Glucanorm,2026-04-03,Rescheduled,2.0,85.8
R003,Priya Chen,N03,North,H-N03-030,Respiraline,2026-04-03,Sample Drop,15.1,174.6
R003,Priya Chen,N03,North,H-N03-028,Glucanorm,2026-04-03,Rescheduled,3.3,174.6
R005,Morgan Novak,S02,South,H-S02-007,Cardiavex,2026-04-03,Rescheduled,4.0,57.0
R006,Taylor Singh,S03,South,H-S03-013,Glucanorm,2026-04-03,No Show,5.8,132.9
R007,Chris Brooks,E01,East,H-E01-008,Respiraline,2026-04-03,Rescheduled,4.8,179.6
R007,Chris Brooks,E01,East,H-E01-002,Cardiavex,2026-04-03,Rescheduled,3.3,179.6
R008,Riley Fischer,E02,East,H-E02-011,Cardiavex,2026-04-03,Sample Drop,4.6,130.9
R008,Riley Fischer,E02,East,H-E02-042,Glucanorm,2026-04-03,Rescheduled,2.1,130.9
R008,Riley Fischer,E02,East,H-E02-045,Respiraline,2026-04-03,Rescheduled,1.1,130.9
R010,Omar Cole,W01,West,H-W01-028,Respiraline,2026-04-03,Sample Drop,6.2,363.5
R010,Omar Cole,W01,West,H-W01-016,Glucanorm,2026-04-03,Rescheduled,4.7,363.5
R003,Priya Chen,N03,North,H-N03-031,Respiraline,2026-04-04,Rescheduled,4.7,174.6
R006,Taylor Singh,S03,South,H-S03-030,Glucanorm,2026-04-04,Rescheduled,4.2,132.9
R007,Chris Brooks,E01,East,H-E01-018,Respiraline,2026-04-04,No Show,5.4,179.6
R008,Riley Fischer,E02,East,H-E02-029,Glucanorm,2026-04-04,Rescheduled,2.0,130.9
R008,Riley Fischer,E02,East,H-E02-041,Cardiavex,2026-04-04,Rescheduled,3.5,130.9
R009,Nina Adeyemi,E03,East,H-E03-014,Respiraline,2026-04-04,Sample Drop,4.5,141.8
R010,Omar Cole,W01,West,H-W01-018,Glucanorm,2026-04-04,Completed,7.8,363.5
R010,Omar Cole,W01,West,H-W01-019,Cardiavex,2026-04-04,No Show,1.5,363.5
R003,Priya Chen,N03,North,H-N03-017,Cardiavex,2026-04-05,No Show,3.9,174.6
R004,Sam Ortiz,S01,South,H-S01-025,Cardiavex,2026-04-05,No Show,0.9,58.5
R004,Sam Ortiz,S01,South,H-S01-025,Glucanorm,2026-04-05,Discussion Completed,5.6,58.5
R005,Morgan Novak,S02,South,H-S02-007,Glucanorm,2026-04-05,Rescheduled,2.8,57.0
R006,Taylor Singh,S03,South,H-S03-013,Respiraline,2026-04-05,Discussion Completed,9.0,132.9
R006,Taylor Singh,S03,South,H-S03-010,Glucanorm,2026-04-05,Sample Drop,16.2,132.9
R006,Taylor Singh,S03,South,H-S03-014,Respiraline,2026-04-05,Completed,12.2,132.9
R008,Riley Fischer,E02,East,H-E02-006,Cardiavex,2026-04-05,No Show,2.9,130.9
R009,Nina Adeyemi,E03,East,H-E03-013,Cardiavex,2026-04-05,No Show,3.7,141.8
R010,Omar Cole,W01,West,H-W01-021,Respiraline,2026-04-05,Completed,9.6,363.5
R010,Omar Cole,W01,West,H-W01-006,Glucanorm,2026-04-05,Sample Drop,17.8,363.5
R011,Lee Park,W02,West,H-W02-020,Glucanorm,2026-04-05,Rescheduled,2.3,57.8
R002,Jordan Kapoor,N02,North,H-N02-009,Glucanorm,2026-04-06,Discussion Completed,6.0,85.8
R003,Priya Chen,N03,North,H-N03-021,Respiraline,2026-04-06,Discussion Completed,15.4,174.6
R004,Sam Ortiz,S01,South,H-S01-024,Glucanorm,2026-04-06,Rescheduled,1.1,58.5
R006,Taylor Singh,S03,South,H-S03-016,Glucanorm,2026-04-06,Rescheduled,2.8,132.9
R001,Alex Reed,N01,North,H-N01-022,Glucanorm,2026-04-07,Discussion Completed,5.5,46.3
R002,Jordan Kapoor,N02,North,H-N02-019,Cardiavex,2026-04-07,Completed,5.5,85.8
R004,Sam Ortiz,S01,South,H-S01-022,Cardiavex,2026-04-07,Rescheduled,2.2,58.5
R004,Sam Ortiz,S01,South,H-S01-030,Glucanorm,2026-04-07,Rescheduled,2.2,58.5
R007,Chris Brooks,E01,East,H-E01-021,Respiraline,2026-04-07,Completed,9.1,179.6
R008,Riley Fischer,E02,East,H-E02-021,Cardiavex,2026-04-07,Completed,10.1,130.9
R008,Riley Fischer,E02,East,H-E02-024,Respiraline,2026-04-07,Rescheduled,1.0,130.9
R008,Riley Fischer,E02,East,H-E02-041,Glucanorm,2026-04-07,Completed,9.8,130.9
R009,Nina Adeyemi,E03,East,H-E03-002,Cardiavex,2026-04-07,Rescheduled,4.0,141.8
R010,Omar Cole,W01,West,H-W01-029,Glucanorm,2026-04-07,Sample Drop,16.2,363.5
R010,Omar Cole,W01,West,H-W01-038,Glucanorm,2026-04-07,Sample Drop,9.4,363.5
R011,Lee Park,W02,West,H-W02-022,Glucanorm,2026-04-07,No Show,3.3,57.8
R001,Alex Reed,N01,North,H-N01-031,Cardiavex,2026-04-08,Sample Drop,7.6,46.3
R001,Alex Reed,N01,North,H-N01-005,Respiraline,2026-04-08,Discussion Completed,2.8,46.3
R003,Priya Chen,N03,North,H-N03-036,Cardiavex,2026-04-08,Sample Drop,9.0,174.6
R005,Morgan Novak,S02,South,H-S02-033,Glucanorm,2026-04-08,Completed,4.0,57.0
R007,Chris Brooks,E01,East,H-E01-013,Cardiavex,2026-04-08,Rescheduled,4.7,179.6
R010,Omar Cole,W01,West,H-W01-009,Glucanorm,2026-04-08,Sample Drop,7.5,363.5
R010,Omar Cole,W01,West,H-W01-029,Glucanorm,2026-04-08,No Show,1.8,363.5
R011,Lee Park,W02,West,H-W02-020,Respiraline,2026-04-08,Rescheduled,3.0,57.8
R011,Lee Park,W02,West,H-W02-017,Cardiavex,2026-04-08,No Show,1.4,57.8
R002,Jordan Kapoor,N02,North,H-N02-008,Glucanorm,2026-04-09,Discussion Completed,9.9,85.8
R007,Chris Brooks,E01,East,H-E01-024,Glucanorm,2026-04-09,Rescheduled,4.1,179.6
R008,Riley Fischer,E02,East,H-E02-006,Glucanorm,2026-04-09,Sample Drop,8.9,130.9
R008,Riley Fischer,E02,East,H-E02-034,Respiraline,2026-04-09,Rescheduled,2.0,130.9
R002,Jordan Kapoor,N02,North,H-N02-021,Respiraline,2026-04-10,Sample Drop,6.0,85.8
R002,Jordan Kapoor,N02,North,H-N02-024,Respiraline,2026-04-10,Rescheduled,3.9,85.8
R003,Priya Chen,N03,North,H-N03-012,Glucanorm,2026-04-10,Completed,17.4,174.6
R003,Priya Chen,N03,North,H-N03-029,Glucanorm,2026-04-10,Completed,10.1,174.6
R005,Morgan Novak,S02,South,H-S02-001,Respiraline,2026-04-10,Discussion Completed,4.8,57.0
R007,Chris Brooks,E01,East,H-E01-002,Respiraline,2026-04-10,Discussion Completed,16.0,179.6
R009,Nina Adeyemi,E03,East,H-E03-024,Cardiavex,2026-04-10,Completed,11.3,141.8
R009,Nina Adeyemi,E03,East,H-E03-024,Respiraline,2026-04-10,Sample Drop,15.4,141.8
R011,Lee Park,W02,West,H-W02-023,Cardiavex,2026-04-10,Rescheduled,2.5,57.8
R001,Alex Reed,N01,North,H-N01-030,Cardiavex,2026-04-11,No Show,1.4,46.3
R003,Priya Chen,N03,North,H-N03-005,Glucanorm,2026-04-11,Discussion Completed,7.7,174.6
R006,Taylor Singh,S03,South,H-S03-029,Cardiavex,2026-04-11,Rescheduled,3.4,132.9
R010,Omar Cole,W01,West,H-W01-028,Respiraline,2026-04-11,Discussion Completed,6.7,363.5
R003,Priya Chen,N03,North,H-N03-023,Glucanorm,2026-04-12,Sample Drop,9.6,174.6
R007,Chris Brooks,E01,East,H-E01-015,Cardiavex,2026-04-12,Sample Drop,12.8,179.6
R007,Chris Brooks,E01,East,H-E01-011,Cardiavex,2026-04-12,Rescheduled,4.3,179.6
R007,Chris Brooks,E01,East,H-E01-020,Glucanorm,2026-04-12,Rescheduled,5.2,179.6
R011,Lee Park,W02,West,H-W02-010,Respiraline,2026-04-12,Rescheduled,2.8,57.8
R011,Lee Park,W02,West,H-W02-015,Respiraline,2026-04-12,Completed,9.0,57.8
R004,Sam Ortiz,S01,South,H-S01-020,Respiraline,2026-04-13,Rescheduled,1.7,58.5
R006,Taylor Singh,S03,South,H-S03-020,Glucanorm,2026-04-13,Sample Drop,15.4,132.9
R007,Chris Brooks,E01,East,H-E01-024,Respiraline,2026-04-13,Rescheduled,1.2,179.6
R007,Chris Brooks,E01,East,H-E01-023,Glucanorm,2026-04-13,Rescheduled,1.9,179.6
R008,Riley Fischer,E02,East,H-E02-038,Cardiavex,2026-04-13,Rescheduled,3.4,130.9
R002,Jordan Kapoor,N02,North,H-N02-010,Respiraline,2026-04-14,Rescheduled,1.7,85.8
R003,Priya Chen,N03,North,H-N03-008,Glucanorm,2026-04-14,Discussion Completed,7.0,174.6
R004,Sam Ortiz,S01,South,H-S01-014,Respiraline,2026-04-14,Completed,3.6,58.5
R004,Sam Ortiz,S01,South,H-S01-023,Cardiavex,2026-04-14,No Show,1.0,58.5
R005,Morgan Novak,S02,South,H-S02-010,Cardiavex,2026-04-14,Completed,5.8,57.0
R006,Taylor Singh,S03,South,H-S03-011,Cardiavex,2026-04-14,No Show,3.7,132.9
R007,Chris Brooks,E01,East,H-E01-028,Cardiavex,2026-04-14,Sample Drop,9.3,179.6
R008,Riley Fischer,E02,East,H-E02-017,Respiraline,2026-04-14,Rescheduled,2.9,130.9
R008,Riley Fischer,E02,East,H-E02-020,Respiraline,2026-04-14,Sample Drop,11.9,130.9
R010,Omar Cole,W01,West,H-W01-025,Glucanorm,2026-04-14,Discussion Completed,22.1,363.5
R001,Alex Reed,N01,North,H-N01-006,Glucanorm,2026-04-15,Completed,6.5,46.3
R002,Jordan Kapoor,N02,North,H-N02-016,Glucanorm,2026-04-15,Discussion Completed,6.2,85.8
R002,Jordan Kapoor,N02,North,H-N02-024,Glucanorm,2026-04-15,Discussion Completed,10.7,85.8
R002,Jordan Kapoor,N02,North,H-N02-024,Glucanorm,2026-04-15,Discussion Completed,10.7,85.8
R003,Priya Chen,N03,North,H-N03-024,Respiraline,2026-04-15,Sample Drop,14.1,174.6
R003,Priya Chen,N03,North,H-N03-024,Respiraline,2026-04-15,Rescheduled,4.5,174.6
R009,Nina Adeyemi,E03,East,H-E03-025,Respiraline,2026-04-15,Completed,10.1,141.8
R009,Nina Adeyemi,E03,East,H-E03-022,Cardiavex,2026-04-15,Discussion Completed,11.1,141.8
R010,Omar Cole,W01,West,H-W01-009,Cardiavex,2026-04-15,Sample Drop,12.5,363.5
R010,Omar Cole,W01,West,H-W01-035,Respiraline,2026-04-15,Discussion Completed,20.9,363.5
R011,Lee Park,W02,West,H-W02-009,Respiraline,2026-04-15,Completed,2.6,57.8
R003,Priya Chen,N03,North,H-N03-012,Cardiavex,2026-04-16,Completed,4.7,174.6
R004,Sam Ortiz,S01,South,H-S01-004,Respiraline,2026-04-16,Discussion Completed,10.9,58.5
R006,Taylor Singh,S03,South,H-S03-017,Respiraline,2026-04-16,Completed,7.3,132.9
R008,Riley Fischer,E02,East,H-E02-017,Respiraline,2026-04-16,Discussion Completed,8.2,130.9
R008,Riley Fischer,E02,East,H-E02-026,Respiraline,2026-04-16,No Show,1.6,130.9
R010,Omar Cole,W01,West,H-W01-022,Respiraline,2026-04-16,Completed,20.8,363.5
R002,Jordan Kapoor,N02,North,H-N02-025,Glucanorm,2026-04-17,Rescheduled,1.1,85.8
R003,Priya Chen,N03,North,H-N03-033,Cardiavex,2026-04-17,Rescheduled,4.6,174.6
R004,Sam Ortiz,S01,South,H-S01-001,Glucanorm,2026-04-17,No Show,0.9,58.5
R006,Taylor Singh,S03,South,H-S03-028,Glucanorm,2026-04-17,Rescheduled,3.3,132.9
R007,Chris Brooks,E01,East,H-E01-023,Respiraline,2026-04-17,Completed,8.1,179.6
R007,Chris Brooks,E01,East,H-E01-026,Respiraline,2026-04-17,Completed,5.7,179.6
R009,Nina Adeyemi,E03,East,H-E03-015,Glucanorm,2026-04-17,Rescheduled,1.4,141.8
R010,Omar Cole,W01,West,H-W01-024,Respiraline,2026-04-17,No Show,6.2,363.5
R010,Omar Cole,W01,West,H-W01-033,Cardiavex,2026-04-17,Discussion Completed,14.4,363.5
R010,Omar Cole,W01,West,H-W01-015,Glucanorm,2026-04-17,Sample Drop,6.2,363.5
R010,Omar Cole,W01,West,H-W01-007,Respiraline,2026-04-17,Discussion Completed,12.9,363.5
R002,Jordan Kapoor,N02,North,H-N02-019,Glucanorm,2026-04-18,Completed,7.9,85.8
R003,Priya Chen,N03,North,H-N03-013,Respiraline,2026-04-18,No Show,4.8,174.6
R004,Sam Ortiz,S01,South,H-S01-007,Respiraline,2026-04-18,Rescheduled,1.6,58.5
R004,Sam Ortiz,S01,South,H-S01-008,Cardiavex,2026-04-18,Rescheduled,0.7,58.5
R005,Morgan Novak,S02,South,H-S02-005,Respiraline,2026-04-18,Rescheduled,2.8,57.0
R008,Riley Fischer,E02,East,H-E02-021,Respiraline,2026-04-18,Discussion Completed,12.0,130.9
R008,Riley Fischer,E02,East,H-E02-008,Respiraline,2026-04-18,Sample Drop,9.3,130.9
R010,Omar Cole,W01,West,H-W01-032,Cardiavex,2026-04-18,Sample Drop,19.8,363.5
R001,Alex Reed,N01,North,H-N01-028,Cardiavex,2026-04-19,Rescheduled,2.8,46.3
R003,Priya Chen,N03,North,H-N03-020,Glucanorm,2026-04-19,Rescheduled,3.7,174.6
R003,Priya Chen,N03,North,H-N03-015,Glucanorm,2026-04-19,Rescheduled,2.4,174.6
R003,Priya Chen,N03,North,H-N03-036,Glucanorm,2026-04-19,No Show,4.4,174.6
R004,Sam Ortiz,S01,South,H-S01-030,Glucanorm,2026-04-19,Rescheduled,1.5,58.5
R005,Morgan Novak,S02,South,H-S02-006,Respiraline,2026-04-19,Rescheduled,3.1,57.0
R006,Taylor Singh,S03,South,H-S03-005,Glucanorm,2026-04-19,No Show,1.9,132.9
R007,Chris Brooks,E01,East,H-E01-030,Glucanorm,2026-04-19,Sample Drop,12.2,179.6
R007,Chris Brooks,E01,East,H-E01-027,Respiraline,2026-04-19,Discussion Completed,17.7,179.6
R007,Chris Brooks,E01,East,H-E01-003,Glucanorm,2026-04-19,No Show,1.9,179.6
R008,Riley Fischer,E02,East,H-E02-013,Cardiavex,2026-04-19,No Show,1.4,130.9
R008,Riley Fischer,E02,East,H-E02-026,Respiraline,2026-04-19,Rescheduled,3.0,130.9
R010,Omar Cole,W01,West,H-W01-024,Respiraline,2026-04-19,Completed,18.3,363.5
R010,Omar Cole,W01,West,H-W01-002,Glucanorm,2026-04-19,No Show,2.7,363.5
R011,Lee Park,W02,West,H-W02-019,Glucanorm,2026-04-19,Completed,7.9,57.8
R001,Alex Reed,N01,North,H-N01-025,Cardiavex,2026-04-20,Rescheduled,3.2,46.3
R002,Jordan Kapoor,N02,North,H-N02-013,Cardiavex,2026-04-20,Rescheduled,3.5,85.8
R002,Jordan Kapoor,N02,North,H-N02-003,Cardiavex,2026-04-20,No Show,4.0,85.8
R003,Priya Chen,N03,North,H-N03-005,Respiraline,2026-04-20,Discussion Completed,8.5,174.6
R005,Morgan Novak,S02,South,H-S02-009,Cardiavex,2026-04-20,Rescheduled,1.1,57.0
R007,Chris Brooks,E01,East,H-E01-022,Respiraline,2026-04-20,Completed,11.1,179.6
R007,Chris Brooks,E01,East,H-E01-004,Cardiavex,2026-04-20,Discussion Completed,12.9,179.6
R011,Lee Park,W02,West,H-W02-007,Glucanorm,2026-04-20,Rescheduled,1.7,57.8
R002,Jordan Kapoor,N02,North,H-N02-005,Cardiavex,2026-04-21,Sample Drop,3.6,85.8
R003,Priya Chen,N03,North,H-N03-015,Glucanorm,2026-04-21,Rescheduled,1.6,174.6
R005,Morgan Novak,S02,South,H-S02-020,Glucanorm,2026-04-21,Completed,7.0,57.0
R005,Morgan Novak,S02,South,H-S02-021,Respiraline,2026-04-21,Rescheduled,3.8,57.0
R005,Morgan Novak,S02,South,H-S02-012,Glucanorm,2026-04-21,Rescheduled,2.2,57.0
R005,Morgan Novak,S02,South,H-S02-024,Respiraline,2026-04-21,Rescheduled,1.3,57.0
R005,Morgan Novak,S02,South,H-S02-030,Cardiavex,2026-04-21,Rescheduled,1.8,57.0
R006,Taylor Singh,S03,South,H-S03-022,Cardiavex,2026-04-21,Rescheduled,4.6,132.9
R006,Taylor Singh,S03,South,H-S03-002,Respiraline,2026-04-21,Discussion Completed,4.8,132.9
R008,Riley Fischer,E02,East,H-E02-037,Cardiavex,2026-04-21,Rescheduled,2.5,130.9
R009,Nina Adeyemi,E03,East,H-E03-017,Glucanorm,2026-04-21,Discussion Completed,12.1,141.8
R009,Nina Adeyemi,E03,East,H-E03-027,Cardiavex,2026-04-21,Rescheduled,3.8,141.8
R010,Omar Cole,W01,West,H-W01-005,Cardiavex,2026-04-21,Rescheduled,6.4,363.5
R010,Omar Cole,W01,West,H-W01-039,Glucanorm,2026-04-21,Sample Drop,12.4,363.5
R001,Alex Reed,N01,North,H-N01-018,Glucanorm,2026-04-22,Rescheduled,3.1,46.3
R001,Alex Reed,N01,North,H-N01-028,Respiraline,2026-04-22,Rescheduled,1.0,46.3
R002,Jordan Kapoor,N02,North,H-N02-002,Cardiavex,2026-04-22,No Show,2.3,85.8
R003,Priya Chen,N03,North,H-N03-010,Respiraline,2026-04-22,No Show,4.9,174.6
R003,Priya Chen,N03,North,H-N03-002,Respiraline,2026-04-22,Rescheduled,5.4,174.6
R004,Sam Ortiz,S01,South,H-S01-016,Glucanorm,2026-04-22,No Show,2.5,58.5
R006,Taylor Singh,S03,South,H-S03-032,Cardiavex,2026-04-22,Completed,15.2,132.9
R006,Taylor Singh,S03,South,H-S03-030,Glucanorm,2026-04-22,Rescheduled,3.3,132.9
R007,Chris Brooks,E01,East,H-E01-004,Respiraline,2026-04-22,Completed,3.7,179.6
R008,Riley Fischer,E02,East,H-E02-008,Respiraline,2026-04-22,Rescheduled,2.8,130.9
R009,Nina Adeyemi,E03,East,H-E03-003,Cardiavex,2026-04-22,No Show,2.0,141.8
R010,Omar Cole,W01,West,H-W01-035,Respiraline,2026-04-22,Completed,15.7,363.5
R010,Omar Cole,W01,West,H-W01-011,Respiraline,2026-04-22,Sample Drop,6.2,363.5
R011,Lee Park,W02,West,H-W02-007,Cardiavex,2026-04-22,Discussion Completed,5.7,57.8
R011,Lee Park,W02,West,H-W02-007,Cardiavex,2026-04-22,Discussion Completed,5.7,57.8
R006,Taylor Singh,S03,South,H-S03-002,Cardiavex,2026-04-23,Rescheduled,3.0,132.9
R010,Omar Cole,W01,West,H-W01-017,Glucanorm,2026-04-23,Rescheduled,4.8,363.5
R001,Alex Reed,N01,North,H-N01-016,Respiraline,2026-04-24,Discussion Completed,3.2,46.3
R004,Sam Ortiz,S01,South,H-S01-001,Glucanorm,2026-04-24,Rescheduled,3.2,58.5
R004,Sam Ortiz,S01,South,H-S01-008,Cardiavex,2026-04-24,Sample Drop,6.8,58.5
R007,Chris Brooks,E01,East,H-E01-031,Respiraline,2026-04-24,Sample Drop,13.6,179.6
R007,Chris Brooks,E01,East,H-E01-021,Cardiavex,2026-04-24,Discussion Completed,16.8,179.6
R008,Riley Fischer,E02,East,H-E02-030,Glucanorm,2026-04-24,Rescheduled,1.8,130.9
R009,Nina Adeyemi,E03,East,H-E03-030,Respiraline,2026-04-24,No Show,5.2,141.8
R010,Omar Cole,W01,West,H-W01-037,Glucanorm,2026-04-24,Discussion Completed,6.2,363.5
R011,Lee Park,W02,West,H-W02-025,Cardiavex,2026-04-24,Rescheduled,1.7,57.8
R001,Alex Reed,N01,North,H-N01-025,Cardiavex,2026-04-25,Rescheduled,2.6,46.3
R002,Jordan Kapoor,N02,North,H-N02-026,Glucanorm,2026-04-25,Rescheduled,2.8,85.8
R002,Jordan Kapoor,N02,North,H-N02-026,Glucanorm,2026-04-25,Rescheduled,2.6,85.8
R004,Sam Ortiz,S01,South,H-S01-007,Respiraline,2026-04-25,No Show,2.4,58.5
R005,Morgan Novak,S02,South,H-S02-010,Glucanorm,2026-04-25,Discussion Completed,6.6,57.0
R005,Morgan Novak,S02,South,H-S02-005,Cardiavex,2026-04-25,No Show,3.6,57.0
R005,Morgan Novak,S02,South,H-S02-015,Cardiavex,2026-04-25,Discussion Completed,2.9,57.0
R005,Morgan Novak,S02,South,H-S02-015,Cardiavex,2026-04-25,Discussion Completed,2.9,57.0
R006,Taylor Singh,S03,South,H-S03-007,Glucanorm,2026-04-25,Completed,16.7,132.9
R006,Taylor Singh,S03,South,H-S03-007,Glucanorm,2026-04-25,Discussion Completed,14.3,132.9
R007,Chris Brooks,E01,East,H-E01-007,Respiraline,2026-04-25,Sample Drop,10.6,179.6
R008,Riley Fischer,E02,East,H-E02-030,Glucanorm,2026-04-25,Rescheduled,1.9,130.9
R009,Nina Adeyemi,E03,East,H-E03-002,Respiraline,2026-04-25,Discussion Completed,12.8,141.8
R009,Nina Adeyemi,E03,East,H-E03-004,Cardiavex,2026-04-25,Rescheduled,2.6,141.8
R006,Taylor Singh,S03,South,H-S03-014,Cardiavex,2026-04-26,Completed,15.8,132.9
R007,Chris Brooks,E01,East,H-E01-006,Glucanorm,2026-04-26,Rescheduled,5.1,179.6
R008,Riley Fischer,E02,East,H-E02-025,Glucanorm,2026-04-26,No Show,2.3,130.9
R009,Nina Adeyemi,E03,East,H-E03-025,Respiraline,2026-04-26,No Show,3.3,141.8
R010,Omar Cole,W01,West,H-W01-007,Cardiavex,2026-04-26,Sample Drop,6.0,363.5
R002,Jordan Kapoor,N02,North,H-N02-028,Cardiavex,2026-04-27,Rescheduled,2.4,85.8
R003,Priya Chen,N03,North,H-N03-027,Glucanorm,2026-04-27,Completed,16.5,174.6
R004,Sam Ortiz,S01,South,H-S01-029,Respiraline,2026-04-27,No Show,0.8,58.5
R009,Nina Adeyemi,E03,East,H-E03-008,Glucanorm,2026-04-27,Rescheduled,3.3,141.8
R011,Lee Park,W02,West,H-W02-028,Cardiavex,2026-04-27,No Show,1.8,57.8
R001,Alex Reed,N01,North,H-N01-001,Glucanorm,2026-05-01,No Show,3.2,88.9
R005,Morgan Novak,S02,South,H-S02-009,Glucanorm,2026-05-01,Sample Drop,6.9,100.1
R006,Taylor Singh,S03,South,H-S03-007,Cardiavex,2026-05-01,Completed,17.7,209.8
R010,Omar Cole,W01,West,H-W01-028,Respiraline,2026-05-01,Sample Drop,5.7,378.7
R001,Alex Reed,N01,North,H-N01-025,Cardiavex,2026-05-02,Rescheduled,0.8,88.9
R003,Priya Chen,N03,North,H-N03-023,Cardiavex,2026-05-02,Completed,16.5,142.8
R003,Priya Chen,N03,North,H-N03-031,Cardiavex,2026-05-02,Rescheduled,2.3,142.8
R003,Priya Chen,N03,North,H-N03-026,Glucanorm,2026-05-02,No Show,2.3,142.8
R005,Morgan Novak,S02,South,H-S02-023,Respiraline,2026-05-02,Rescheduled,3.3,100.1
R005,Morgan Novak,S02,South,H-S02-033,Cardiavex,2026-05-02,Discussion Completed,13.2,100.1
R007,Chris Brooks,E01,East,H-E01-013,Cardiavex,2026-05-02,Discussion Completed,4.7,143.8
R008,Riley Fischer,E02,East,H-E02-008,Respiraline,2026-05-02,Rescheduled,3.7,154.7
R010,Omar Cole,W01,West,H-W01-006,Respiraline,2026-05-02,Sample Drop,15.3,378.7
R011,Lee Park,W02,West,H-W02-024,Respiraline,2026-05-02,No Show,2.3,45.7
R011,Lee Park,W02,West,H-W02-016,Cardiavex,2026-05-02,Rescheduled,3.1,45.7
R001,Alex Reed,N01,North,H-N01-008,Cardiavex,2026-05-03,Rescheduled,1.8,88.9
R001,Alex Reed,N01,North,H-N01-016,Respiraline,2026-05-03,Discussion Completed,11.2,88.9
R001,Alex Reed,N01,North,H-N01-024,Glucanorm,2026-05-03,No Show,1.4,88.9
R002,Jordan Kapoor,N02,North,H-N02-018,Glucanorm,2026-05-03,Sample Drop,13.2,63.1
R003,Priya Chen,N03,North,H-N03-034,Glucanorm,2026-05-03,Discussion Completed,8.9,142.8
R004,Sam Ortiz,S01,South,H-S01-026,Glucanorm,2026-05-03,Rescheduled,3.1,79.9
R004,Sam Ortiz,S01,South,H-S01-035,Cardiavex,2026-05-03,Discussion Completed,7.3,79.9
R005,Morgan Novak,S02,South,H-S02-008,Respiraline,2026-05-03,Discussion Completed,3.6,100.1
R006,Taylor Singh,S03,South,H-S03-008,Respiraline,2026-05-03,Rescheduled,4.3,209.8
R007,Chris Brooks,E01,East,H-E01-011,Glucanorm,2026-05-03,Completed,8.5,143.8
